id,song,country
1339,The Beatles - If I Needed Someone,0.183054
1341,The Beatles - Run For Your Life,0.182885
1542,Mary Lou Lord - Cold Kilburn Rain,0.182602
224,Melissa Ferrick - Fear And Time,0.182329
1199,Tommy Johnson - Lonesome Home Blues (Take 2),0.182113
221,Omens - Searching,0.181737
1417,The Rolling Stones - Ruby Tuesday,0.181653
151,Waylon Jennings - San Francisco Mabel Joy,0.181639
1853,The Del McCoury Band - On The Lonesome Wind,0.1804
321,Hilary Stagg - Island Sweets,0.180077
1219,David Massengill - My First Kiss,0.179755
1556,Sarah McLachlan - Adia,0.179617
35,Ella Fitzgerald - Guilty,0.178498
1667,SubtractiveLAD - My Quadrant,0.178411
280,Otis Spann - Mr. Highway Man,0.176364
316,Sara Bareilles - Gravity (2003),0.176224
148,Montgomery Gentry - My Town,0.174928
1428,Jr. Walker & The All Stars - What Does It Take (To Win Your Love),0.17319
801,Ralph Stanley & The Clinch Mountain Boys - Gonna Paint The Town,0.172638
1348,The Beatles - Here Comes The Sun ? The Inner Light (Transition) (Love Version),0.171947
1752,Meg Hutchinson - Vanishing Points,0.171853
45,Ella Fitzgerald - Love Walked In,0.171006
661,Ryan Montbleau Band - It's All Been Done Before,0.169371
876,The Monkees - I'm A Believer (Mono),0.166465
431,Pepe Aguilar - Me Falta Valor,0.166072
998,Ruben Studdard - Shout To The Lord,0.165541
628,Moonspell - Sons Of Earth,0.165367
406,"Morricone, Ennio - Giuseppe Tornatore Suite",0.164568
928,Los Rieleros Del Norte - Caballo De Espadas,0.164383
1623,Iron & Wine - Each Coming Night,0.164252
1342,The Beatles - She Came In Through The Bathroom Window,0.163323
597,Sex Pistols - EMI,0.163302
210,Leftover Salmon - Bend In The River (Live),0.163211
415,England Dan & John Ford Coley - Gone Too Far,0.162155
391,Rosalia De Souza - Nem Que Seja A Nado,0.161156
1571,Staind - Take This,0.160623
534,Old Crow Medicine Show - Take 'Em Away,0.160064
1399,The Fray - How To Save A Life,0.158683
833,Debbie Reynolds - Love Is A Simple Thing,0.157647
1568,Staind - It's Been Awhile,0.157318
1551,Toots & The Maytals - 54-46 That's My Number,0.15723
1427,Jr. Walker & The All Stars - What Does It Take,0.157188
1670,Brett Dennen - There Is So Much More,0.155082
422,Hank Williams III - Crazed Country Rebel,0.155045
741,Phil Collins - Do You Remember?,0.154311
663,The Whigs - Written Invitation,0.153743
887,Little Walter - Bad Acting Woman,0.153414
602,Doc & Merle Watson - Big Spike Hammer,0.153371
647,Serj Tankian - Sky Is Over,0.151647
870,Anne Murray - Danny's Song,0.151365
1318,Bruce Molsky - Buckdancer's Choice,0.15106
762,Christa DeErynn - Sweet Lies,0.150627
1197,Tommy Johnson - Big Fat Mama Blues,0.150611
283,The Jam - Absolute Beginners,0.150565
1668,Brett Dennen - Ain't No Reason,0.150366
1332,"The Beatles - Ob-La-Di, Ob-La-Da",0.150171
539,Black Lips - Can't Dance,0.150062
1561,Sarah McLachlan - Perfect Girl,0.149384
1439,Hezekiah Jones - Postpone,0.148982
1338,The Beatles - Help!,0.147952
818,Brenda Lee (Holiday) - White Christmas,0.147516
1071,Nitty Gritty Dirt Band - Way Downtown,0.146488
640,Dean Martin - You're Nobody Till Somebody Loves You,0.146323
952,The Black Angels - Bloodhounds On My Trail,0.145898
874,Aterciopelados - Bolero Falaz,0.14383
1042,Blackmore's Night (Holiday) - Ding Dong Merrily On High,0.143352
728,J.B. Lenoir - Louise,0.143
275,"Jo Dee Messina - Heads Carolina, Tails California",0.142534
446,Lady Saw - I've Got Your Man,0.142436
671,Scott Solter - Desert Trains,0.141963
879,The Monkees - Tomorrow's Gonna Be Another Day,0.141583
1560,Sarah McLachlan - Fallen,0.141132
248,The Animals - Baby Let Me Take You Home,0.140887
1203,Pete Fountain - Just A Closer Walk With Thee,0.139817
1722,Junior Brown - Semi-Crazy,0.139519
929,Los Rieleros Del Norte - El Amor No Se Vende,0.138729
895,Kidz In The Hall - The In Crowd,0.137971
1693,Wire - Reuters,0.137959
115,Steve Earle & The Supersuckers - Before They Make Me Run,0.137905
1822,Sam Bush - The Dolphin Dance,0.137409
1725,The Pogues - The Band Played Waltzing Matilda,0.13648
50,Canned Heat (Holiday) - Christmas Blues,0.134277
400,The Century's - Hard Times,0.133744
1569,Staind - Outside,0.132814
309,The Paul Butterfield Blues Band - Love Her With A Feeling,0.131736
803,Ralph Stanley & The Clinch Mountain Boys - Man Of Constant Sorrow,0.131392
1735,Lee Ann Womack - I'll Think Of A Reason Later,0.13131
1486,Betty Everett - It's In His Kiss (The Shoop Shoop Song),0.131095
1818,Sam Bush - Spooky Lane,0.130798
1453,Moby Grape - Lazy Me,0.129798
644,Jay Reatard - Oh It's Such A Shame,0.129679
358,BR549 - Georgia On A Fast Train,0.128716
1496,Van Morrison - Days Like This,0.128689
1867,Earl Scruggs - Stash It,0.128254
536,Dan Gibson - Cool Forest Rain,0.128232
643,Dean Martin - Return To Me,0.127883
1313,Jerry Jeff Walker - L.A. Freeway,0.127863
1135,Matthew West - More,0.127757
1509,Darrell Evans - Trading My Sorrows,0.127032
962,Broken Social Scene - KC Accidental,0.126741
1580,Stephen Kellogg & The Sixers - Maria,0.126555
26,Secret Machines - All At Once (It's Not Important),0.12595
1686,Reno & Smiley - I Saw Your Face In The Moon,0.125832
1835,Avril Lavigne - I'm With You,0.125709
1250,Mercyme - Here With Me,0.125669
331,George Michael - Praying For Time,0.12548
1064,Nitty Gritty Dirt Band - Get Back,0.125325
1464,Jennie Arnau - Float On,0.125229
903,Loquat - Change The Station,0.124426
1397,The Supremes - Love Is Here And Now You're Gone,0.124365
1070,Nitty Gritty Dirt Band - Snowballs,0.123639
1131,Maxine Nightingale - Right Back Where We Started From,0.12342
881,The Monkees - She,0.123396
711,The National - Fake Empire,0.123184
1837,Avril Lavigne - Nobody's Home,0.12202
657,Jimmy Ruffin - What Becomes Of The Brokenhearted,0.121579
101,Bing Crosby - You Must Have Been A Beautiful Baby,0.120934
984,Paul Bley - Time On My Hands,0.120557
620,Ben Jelen - Not My Plan,0.120074
1045,Blackmore's Night (Holiday) - We Three Kings,0.119365
1222,David Bowie - Rebel Rebel,0.117479
1328,The Beatles - Got To Get You Into My Life,0.117327
1533,No Age - My Life's Alright Without You,0.117105
133,Kasey Chambers - Falling Into You,0.116522
1414,The Rolling Stones - Get Off Of My Cloud,0.116439
545,Ronnie Earl - Ronnie Johnnie,0.115405
86,"JoJo - Too Little, Too Late",0.115326
764,Indigo Girls - Blood And Fire,0.115244
271,Lucy Kaplansky - I Had Something,0.11492
452,Royal Crown Revue (Holiday) - Baby It's Cold Outside (feat. Vicky Tafoya),0.114887
1346,The Beatles - Love Me Do,0.114513
85,Question Mark and the Mysterians - 96 Tears,0.113905
615,Grand Ole Party - Look Out Young Son,0.113745
765,Indigo Girls - Cold Beer And Remote Control,0.113651
794,Harry James & Benny Goodman - Life Goes To A Party,0.112283
601,Bishop Allen - Things Are What You Make Of Them,0.11141
564,Alison Krauss - Whiskey Lullaby,0.110908
560,Alison Krauss - Endless Highway,0.109976
401,Vince Gill - When I Call Your Name,0.109705
1055,James Cotton - Soul Survivor,0.109247
685,Bryan Sutton - Grover Glen,0.108631
105,The George Lewis Band - Pork Chop,0.108478
1647,Tokyo Police Club - Nature Of The Experiment,0.10826
1229,The Blakes - Modern Man,0.107993
900,Kidz In The Hall - Mr. Alladatsh*T,0.107609
684,Jimmy Buffett - Come Monday,0.107192
561,Alison Krauss - Wish I Still Had You,0.10717
1783,The Dubs - Chapel Of Dreams,0.10626
211,Leftover Salmon - Midnight Blues (feat. Del & Ronnie McCoury),0.105411
84,Asleep At The Wheel - Stay All Night,0.105327
1429,Antonio Pinana - Cuando Llora La Guitarra,0.105152
1330,The Beatles - Michelle,0.104588
1046,Blackmore's Night (Holiday) - Hark The Herald Angels Sing ? Come All Ye Faithful,0.104498
585,Boys From Indiana - Atlanta Is Burning,0.10448
1611,John Tesh - God Of Wonders,0.104286
146,Seven Day Jesus - I Will Find You,0.103969
1642,The Troggs - My Lady,0.103544
42,Ella Fitzgerald - Bidin' My Time,0.103245
270,Lucy Kaplansky - Every Single Day,0.102658
1251,Johnny Horton - Out In New Mexico,0.102386
1627,Tim Hughes - Here I am to Worship,0.102327
1391,Serena Ryder - Sisters Of Mercy,0.101839
369,The Nomads - Situations,0.101636
1252,Johnny Horton - I'm Ready If You're Willing,0.101477
814,Bryan Mann - Who Put The Bomp (In The Bomp Bomp Bomp),0.101203
1498,Van Morrison - Midnight Special,0.101031
1578,Death Vessel - Dancers All,0.100856
1734,Lee Ann Womack - I Hope You Dance,0.100675
1398,The Supremes - Where Did Our Love Go,0.100401
34,Ella Fitzgerald - Crying Mood,0.099857
827,Jon Bon Jovi (Holiday) - Please Come Home For Christmas,0.099762
372,Luis Miguel - Por Debajo De La Mesa,0.098939
1056,James Cotton - Take Me Back,0.098147
357,James P. Johnson - You've Got To Be Modernistic,0.097538
1651,Ambrosia - How Much I Feel,0.097489
1201,"Kathleen Edwards - I Make The Dough, You Get The Glory",0.096473
756,Kate Rusby - A Rose In April,0.096133
212,Leftover Salmon - Steam Powered Aeroplane (Live),0.095585
390,Rosalia De Souza - Ao Amigo Tom,0.095427
1164,Reik - Me Duele Amarte,0.095301
1436,Eric Harringer & John Paul Lacey - Morning Dew,0.095259
599,Sex Pistols - Pretty Vacant,0.0949
1682,Doc Watson - Down In The Valley To Pray,0.094725
1816,Sam Bush - Sailin' Shoes,0.094634
768,P.M. Dawn - I'd Die Without You,0.094576
1705,Robert Earl Keen - Corpus Christi Bay,0.094122
1456,Eggs Over Easy - 111 Avenue C,0.093771
1424,Fastball - Morning Star,0.093177
245,Catherine Maclellan - River Valley Plains,0.092937
1349,The Beatles - Can't Buy Me Love,0.092854
1052,Shudder To Think - Goat,0.092443
1196,The Clovers - Devil Or Angel,0.092397
686,Bryan Sutton - Stoney Creek,0.092156
1793,The Dirty Projectors - Time Birthed Spilled Blood,0.092101
1238,Mose Andrews - Ten Pound Hammer,0.09176
737,Band Of Horses - The First Song,0.091537
1151,Converge - The Broken Vow,0.091499
1470,Passion - You Never Let Go,0.091338
1351,The Beatles - Rock And Roll Music,0.091284
1834,Avril Lavigne - Contagious,0.091279
669,Jack Jones - Luck Be A Lady,0.091011
1550,Toots & The Maytals - Sweet And Dandy,0.090827
1731,Cardenales De Nuevo Leon - Por Las Damas,0.090818
815,Your Vegas - In My Head,0.090288
206,J-Dilla - Make Em Nv,0.090176
207,J-Dilla - Make'em Nv [Instrumental],0.090176
1380,Doyle Dykes - Caleb's Report,0.089726
117,Sharon Jones & The Dap-Kings - Be Easy,0.089135
186,Gladys Knight & The Pips - Best Thing That Ever Happened To Me,0.089087
432,Pepe Aguilar - Perdoname,0.088861
1508,Peter Mulvey - Bloomington,0.088845
1123,Tony Bennett - The Best Man,0.088634
868,Dave Barker - Don't Let The Sun Catch You Crying,0.088397
1350,The Beatles - No Reply,0.087661
703,The Royal Guardsmen - Snoopy Vs. The Red Baron,0.087604
259,Antonio Carlos Jobim - Amor Em Paz (Once I Loved),0.08711
402,The Rivieras - Count Every Star,0.08681
289,Josh White - Uncle Sam Says,0.086517
1165,John Prine - Everything Is Cool,0.086502
1416,The Rolling Stones - Street Fighting Man,0.086405
1489,Rissi Palmer - Hold On To Me,0.086151
81,Angelo - Save The Music,0.085623
1518,Furry Lewis - Falling Down Blues,0.085591
1076,"Jim Jackson - Bye, Bye, Policeman",0.085117
1122,Tony Bennett - Steppin' Out With My Baby,0.08446
412,Wumpscut - Rusty Nails From Hell,0.084327
1519,Clancy Eccles - Sweet Jamaica,0.084324
284,The Jam - Don't Tell Them You're Sane,0.084023
1716,Junior Brown - Broke Down South Of Dallas,0.083827
191,Jackson 5 - Dancing Machine,0.083728
714,The National - Slow Show,0.083237
1819,Sam Bush - Girl Of The North Country (live),0.083137
1445,"Dittersdorf, Karl Ditters von - Sinfonia In D Major, (""Il Combatiimento Delle Passioni Umani""), Grave D16",0.082914
1526,Marvin Gaye - What's Going On,0.082535
1707,"Lee Ann Womack (Holiday) - Baby It's Cold Outside (feat. Harry Connick, Jr.)",0.082427
1198,Tommy Johnson - Cool Drink Of Water Blues,0.082249
819,Corona - Rythym Of The Night,0.082242
1543,Suffocation - Reincremation,0.081779
825,The Wallflowers - 6th Ave Heartache,0.081298
137,"Lester Young - Jump, Lester, Jump",0.080904
1404,Liquid Mind - Lullaby For Grownups,0.080888
89,William Clarke - Five Card Hand,0.08085
495,Eddie Boyd - Best I Could,0.080505
200,The Cars - My Best Friends Girl,0.080209
1395,Gilberto Gil - Mancada,0.079559
243,The New Colony Six - I Lie Awake,0.079198
484,Alc (A Lo Cubano) - Vanilla Y Chocolate,0.07899
1546,Toots & The Maytals - Monkey Man,0.078925
704,Al Stewart - Broadway Hotel,0.078756
1367,"The Cambridge Singers & Orchestra (Holiday) - Good Christian Men, Rejoice",0.078665
1202,Kathleen Edwards - Oh Canada,0.078504
193,Jackson 5 - Oh How Happy,0.077841
956,Tex Ritter - I've Found A New Baby (Instrumental),0.077833
385,Chayanne - Dejaria Todo,0.077479
1587,Hugo Montenegro & His Orchestra - Theme From A Fistful Of Dollars,0.077326
114,Bill Monroe - Molly & Tenbrooks,0.077312
399,R. Kelly - Half On A Baby,0.077031
1365,The Cambridge Singers & Orchestra (Holiday) - 'Twas In The Moon Of Winter Time,0.076979
1721,Junior Brown - My Wife Thinks Your Dead,0.076843
287,The Sons Of The West - Panhandle Shuffle,0.076777
127,The Soul Survivors - Hey Gyp,0.076772
1836,Avril Lavigne - Keep Holding On,0.076343
735,Band Of Horses - No One's Gonna Love You,0.076318
416,Toots Thielemans & Elis Regina - Aquarela Do Brasil,0.076239
806,Hazel Dickens & Alice Gerrard - I Just Got Wise,0.075932
659,The Cotton Pickers - Hot Lips,0.075856
603,Doc & Merle Watson - Gambler's Yodel,0.07564
662,Ryan Montbleau Band - Stretch,0.07563
1481,Stevie Wonder - Ribbon In The Sky,0.074763
543,Black Lips - Boone,0.07445
1175,Los Lobos - Shakin' Shakin' Shakes,0.074066
992,"Various Artists? 50 Most Loved Christmas Carols (Holiday) - Lo, How A Rose E'er Blooming",0.074038
1286,Parts & Labor - The Gold We're Digging,0.07372
1047,Dave Biller & Jeremy Wakefield - Martian Guts,0.073693
892,Dan The Automator - Sleep,0.073543
1340,The Beatles - Let It Be,0.073499
356,James P. Johnson - What Is This Thing Called Love,0.073452
75,Laura Pausini - Viveme,0.073332
56,Whitney Houston (Holiday) - Do You Hear What I Hear?,0.072983
1215,Downhere - Feels Like Winter,0.07296
842,Pavement - Baptist Blacktick,0.072901
1634,Rihanna - Hate That I Love You,0.072687
386,Chayanne - Un Siglo Sin Ti,0.072187
537,Dan Gibson - The Fallen Leaves,0.071467
679,Tex Atchison - Tennessee Hound Dog,0.071248
877,The Monkees - Look Out (Here Comes Tomorrow),0.07109
1719,Junior Brown - Highway Patrol,0.070973
1376,Bunny Berigan - The Buzzard,0.070875
861,Michelle Branch - Everywhere,0.070736
368,The Seldom Scene - Maybe You Will Change Your Mind,0.070522
54,The League - Hey Conductor,0.070458
375,Creed - Higher,0.070369
805,Ralph Stanley & The Clinch Mountain Boys - Pretty Polly,0.070366
878,The Monkees - The Monkees,0.070358
826,4 Haven Knights - In My Lonely Room,0.070302
638,Dean Martin - Everybody Loves Somebody,0.070291
1200,Tommy Johnson - Maggie Campbell,0.070256
954,Neil Young - Ohio,0.07024
154,Waylon Jennings - Theme From The Dukes Of Hazzard,0.070036
1759,"Lefty Frizzell - Saginaw, Michigan",0.069874
799,Ralph Stanley & The Clinch Mountain Boys - Calling My Children Home,0.069478
749,Bobo Thomas - Catfish Blues,0.069267
223,Gleisberg - Indian Garden,0.069145
758,Unwound - Laugh Track,0.068722
1596,Lynyrd Skynyrd - Sweet Home Alabama,0.068672
529,John Danley - Atlas Bone,0.068654
290,"Josh White - Bonbons, Chocolate, And Chewing Gum",0.067957
989,Rogue Wave - Nourishment Nation,0.067914
1615,Public Enemy - Public Enemy No. 1,0.067866
43,Ella Fitzgerald - Darn That Dream,0.067789
1041,"Boccherini, Luigi - Symphony In D Minor, G. 522 (Op. 45)",0.067656
860,Glen Gray & The Casa Loma Orchestra - Who's Sorry Now?,0.067552
139,Lester Young - Six Cats And A Prince (Master Take),0.067525
158,Richard Hell & The Voidoids - Love Comes In Spurts,0.067415
1147,"Raina Rose - Evergreen House, 2nd Floor",0.067386
551,Peter & Gordon (60s) - A World Without Love,0.067348
916,Dan Crary - Reuben,0.067343
1579,Stephen Kellogg & The Sixers - A Cabin In The Woods,0.067315
580,Architecture In Helsinki - Spring 2008,0.0673
1184,Angelo Debarre Et Ludovic Beier - Passion (En Duo),0.067074
153,Waylon Jennings - Clyde,0.066779
405,The Five Blind Boys Of Mississippi - Where He Leads Me,0.06666
179,Tim Bluhm - California Way,0.065909
235,Ned Luberecki - Emergency Pulloff,0.065689
260,Antonio Carlos Jobim - Insensatez (How Insensitive),0.065654
1072,Garfield Akers - Cottonfield Blues Part 1,0.065324
60,Doctor Ross - Tailor Made,0.065268
273,Lucy Kaplansky - Written On The Back Of His Hand,0.06518
90,"Antonio Vivaldi (Holiday) - Gloria In D Major, Et In Terra Pax",0.065159
1178,Don Ross - First Ride,0.065064
1710,Antonio Aguilar - Triste Recuerdo,0.064644
371,Luis Miguel - La Incondicional,0.0646
1847,Rilo Kiley - A Man ? Me ? Then Jim,0.064405
266,Antonio Carlos Jobim - Vivo Sonhando,0.064311
104,Bing Crosby - I Don't Know Why (live),0.063827
859,Maria Bethania & Gal Gosta - Sonho Meu,0.063405
1538,The Association - Windy,0.063354
787,Adele - Melt My Heart To Stone,0.063207
303,XTC - The Rhythm (Live),0.063129
1336,The Beatles - Baby You're A Rich Man,0.063033
1344,The Beatles - Two Of Us,0.062548
1323,The Beatles - When I Get Home,0.062321
393,Albert King - Can't You See What You're Doing To Me,0.062225
1373,Descendents - Suburban Home,0.062203
1714,Junior Brown - Lookin' For Love,0.062132
1564,Traffic - Pearly Queen,0.062056
692,The Smokin' Joe Kubek Band - Comin' Home Today,0.062033
584,The Manhattans - Kiss And Say Goodbye,0.062005
670,Jack Jones - Somewhere My Love,0.061722
1423,Fastball - Are You Ready For The Fallout?,0.06165
155,Justin Hinds & The Dominoes - Carry Go Bring Come (Rocksteady),0.061582
707,Al Stewart - Year Of The Cat,0.061456
384,Chayanne - Atado A Tu Amor,0.061334
150,Waylon Jennings - T For Texas (Blue Yodel No. 1) (live),0.061305
1154,Lindsay Lohan - Black Hole,0.061228
403,Red - Wasting Time,0.06109
1134,Matthew West - Get Away,0.060712
1343,The Beatles - Something,0.060563
1003,Cornel Campbell - Screwface,0.060558
46,The Business - Drinking And Driving,0.060465
1089,AC?DC - Shot Down In Flames,0.060442
1531,Marvin Gaye - You're A Wonderful One,0.060283
727,Fugazi - Suggestion,0.060276
936,Wes Montgomery - If I Should Lose You (Take 2-Alternate),0.060111
729,Balearic Bill - Destination Sunshine,0.059868
600,Sex Pistols - Problems,0.059737
232,Dave Swarbrick - Two Magicians,0.059695
979,Bessie Smith (Holiday) - At The Christmas Ball,0.059578
1098,Social Distortion - Cold Feelings,0.059377
1491,The Verve - Blue (USA Mix),0.059361
1553,Toots & The Maytals - Still Is Still Moving To Me (feat. Willie Nelson),0.059094
1146,The Offspring - Can't Repeat,0.058853
436,Lazy Lester - Gonna Stick To You Baby,0.058474
1205,Pete Fountain - High Society,0.058338
660,Ryan Montbleau Band - Honeymoon Eyes,0.058254
1758,Huracanes Del Norte - Nomas Por Tu Culpa,0.058182
1814,Sam Bush - Harbor Docks,0.057941
914,Dan Crary - Lime Rock,0.057936
1366,The Cambridge Singers & Orchestra (Holiday) - Angels We Have Heard On High,0.057908
32,Ella Fitzgerald - A Fine Romance,0.057723
710,Krum Bums - Misery,0.057317
108,Celia Cruz & Tito Puente - La Plena Bomba Me Llama,0.057184
308,The Paul Butterfield Blues Band - Piney Brown Blues,0.056985
352,The Bird And The Bee - The Races,0.056701
864,The Allman Brothers Band - Long Time Gone,0.05663
1228,The Blakes - Streets,0.056432
490,Catie Curtis - Fall Away,0.056152
937,Wes Montgomery - Watch What Happens,0.056141
1544,Holly Cole - Christmas Blues,0.056056
596,"Boyce, William - Ode For St. Cecilia's Day",0.056046
178,The Aggrolites - Mr. Misery,0.055839
1312,Jerry Jeff Walker - Gettin' By (Live),0.055727
